cdl,state,cdl_a,cdl_b,plant_begin_a,plant_begin_active_begin_a,plant_begin_active_end_a,plant_end_a,harvest_begin_a,harvest_begin_active_begin_a,harvest_begin_active_end_a,harvest_end_a,plant_begin_b,plant_begin_active_begin_b,plant_begin_active_end_b,plant_end_b,harvest_begin_b,harvest_begin_active_begin_b,harvest_begin_active_end_b,harvest_end_b
5,UT,,,19-Apr,7-May,14-May,21-May,29-May,6-Jun,22-Jun,3-Jul,,,,,,,,
5,VT,,,10-Apr,27-Apr,15-May,25-May,13-Jun,1-Jul,17-Jul,31-Jul,,,,,,,,
5,VA,,,17-Apr,26-Apr,13-May,20-May,5-Jun,12-Jun,27-Jun,17-Jul,,,,,,,,
5,WA,,,10-Apr,24-Apr,2-May,11-May,21-May,4-Jun,15-Jun,30-Jun,,,,,,,,
5,WV,,,15-Apr,24-Apr,10-May,22-May,10-Jun,20-Jun,8-Jul,20-Jul,,,,,,,,
5,WI,,,18-Apr,8-May,15-May,26-May,10-Jun,20-Jun,10-Jul,28-Jul,,,,,,,,
5,WY,,,9-Apr,21-Apr,8-May,26-May,2-Jun,11-Jun,28-Jun,11-Jul,,,,,,,,
6,AL,,,15-Apr,23-Apr,12-May,29-May,8-Jun,18-Jun,28-Jun,6-Jul,,,,,,,,
6,AZ,,,11-Apr,20-Apr,27-Apr,5-May,13-May,24-May,12-Jun,19-Jun,,,,,,,,
6,AR,,,15-Apr,27-Apr,16-May,3-Jun,18-Jun,25-Jun,7-Jul,22-Jul,,,,,,,,
6,CA,,,13-Apr,23-Apr,6-May,20-May,7-Jun,24-Jun,6-Jul,15-Jul,,,,,,,,
6,CO,,,9-Apr,26-Apr,14-May,31-May,18-Jun,30-Jun,14-Jul,27-Jul,,,,,,,,
6,CT,,,16-Apr,28-Apr,6-May,15-May,28-May,15-Jun,3-Jul,23-Jul,,,,,,,,
6,DE,,,16-Apr,1-May,13-May,23-May,7-Jun,21-Jun,1-Jul,20-Jul,,,,,,,,
6,FL,,,19-Apr,7-May,27-May,14-Jun,28-Jun,15-Jul,29-Jul,6-Aug,,,,,,,,
6,GA,,,14-Apr,3-May,21-May,31-May,18-Jun,25-Jun,15-Jul,25-Jul,,,,,,,,
6,ID,,,11-Apr,30-Apr,12-May,26-May,15-Jun,3-Jul,15-Jul,31-Jul,,,,,,,,
6,IL,,,14-Apr,30-Apr,10-May,26-May,13-Jun,22-Jun,4-Jul,21-Jul,,,,,,,,
6,IN,,,14-Apr,2-May,16-May,25-May,9-Jun,17-Jun,24-Jun,12-Jul,,,,,,,,
6,IA,,,17-Apr,6-May,25-May,7-Jun,14-Jun,27-Jun,10-Jul,24-Jul,,,,,,,,
6,KS,,,8-Apr,27-Apr,5-May,18-May,30-May,15-Jun,5-Jul,22-Jul,,,,,,,,
6,KY,,,17-Apr,28-Apr,12-May,26-May,15-Jun,28-Jun,17-Jul,28-Jul,,,,,,,,
6,LA,,,17-Apr,5-May,12-May,25-May,6-Jun,20-Jun,10-Jul,28-Jul,,,,,,,,
6,ME,,,12-Apr,27-Apr,10-May,17-May,27-May,8-Jun,16-Jun,2-Jul,,,,,,,,
6,MD,,,19-Apr,7-May,18-May,31-May,11-Jun,26-Jun,11-Jul,23-Jul,,,,,,,,
6,MA,,,8-Apr,24-Apr,6-May,14-May,27-May,3-Jun,20-Jun,7-Jul,,,,,,,,
6,MI,,,15-Apr,23-Apr,12-May,31-May,18-Jun,27-Jun,6-Jul,15-Jul,,,,,,,,
6,MN,,,8-Apr,24-Apr,11-May,23-May,30-May,8-Jun,25-Jun,12-Jul,,,,,,,,
6,MS,,,12-Apr,19-Apr,5-May,24-May,5-Jun,15-Jun,24-Jun,13-Jul,,,,,,,,
6,MO,,,20-Apr,27-Apr,14-May,26-May,2-Jun,20-Jun,3-Jul,23-Jul,,,,,,,,
6,MT,,,20-Apr,1-May,18-May,5-Jun,23-Jun,12-Jul,31-Jul,14-Aug,,,,,,,,
6,NE,,,9-Apr,23-Apr,4-May,23-May,11-Jun,24-Jun,12-Jul,24-Jul,,,,,,,,
6,NV,,,19-Apr,28-Apr,18-May,26-May,15-Jun,30-Jun,13-Jul,2-Aug,,,,,,,,
6,NH,,,20-Apr,6-May,13-May,24-May,2-Jun,10-Jun,22-Jun,29-Jun,,,,,,,,
6,NJ,,,8-Apr,23-Apr,12-May,1-Jun,18-Jun,30-Jun,18-Jul,31-Jul,,,,,,,,
6,NM,,,19-Apr,28-Apr,11-May,26-May,14-Jun,4-Jul,12-Jul,22-Jul,,,,,,,,
6,NY,,,16-Apr,26-Apr,9-May,28-May,7-Jun,21-Jun,11-Jul,20-Jul,,,,,,,,
6,NC,,,8-Apr,19-Apr,4-May,22-May,7-Jun,17-Jun,24-Jun,7-Jul,,,,,,,,
6,ND,,,21-Apr,7-May,23-May,31-May,8-Jun,24-Jun,14-Jul,29-Jul,,,,,,,,
6,OH,,,10-Apr,24-Apr,2-May,18-May,27-May,9-Jun,18-Jun,25-Jun,,,,,,,,
6,OK,,,9-Apr,26-Apr,15-May,4-Jun,11-Jun,22-Jun,10-Jul,30-Jul,,,,,,,,
6,OR,,,21-Apr,29-Apr,15-May,26-May,4-Jun,24-Jun,2-Jul,12-Jul,,,,,,,,
6,PA,,,11-Apr,27-Apr,15-May,2-Jun,17-Jun,7-Jul,25-Jul,4-Aug,,,,,,,,
6,RI,,,18-Apr,28-Apr,6-May,26-May,14-Jun,2-Jul,15-Jul,27-Jul,,,,,,,,
6,SC,,,10-Apr,22-Apr,7-May,18-May,25-May,13-Jun,1-Jul,15-Jul,,,,,,,,
6,SD,,,8-Apr,24-Apr,4-May,15-May,31-May,10-Jun,23-Jun,6-Jul,,,,,,,,
6,TN,,,12-Apr,22-Apr,3-May,22-May,2-Jun,15-Jun,5-Jul,21-Jul,,,,,,,,
6,TX,,,11-Apr,21-Apr,28-Apr,13-May,29-May,11-Jun,25-Jun,2-Jul,,,,,,,,
6,UT,,,17-Apr,7-May,23-May,7-Jun,18-Jun,29-Jun,18-Jul,4-Aug,,,,,,,,
6,VT,,,21-Apr,2-May,15-May,28-May,5-Jun,16-Jun,1-Jul,8-Jul,,,,,,,,
6,VA,,,16-Apr,24-Apr,9-May,28-May,10-Jun,30-Jun,8-Jul,24-Jul,,,,,,,,
6,WA,,,21-Apr,29-Apr,19-May,28-May,5-Jun,25-Jun,5-Jul,17-Jul,,,,,,,,
6,WV,,,8-Apr,27-Apr,13-May,20-May,4-Jun,16-Jun,6-Jul,17-Jul,,,,,,,,
6,WI,,,20-Apr,28-Apr,18-May,26-May,7-Jun,22-Jun,9-Jul,18-Jul,,,,,,,,
6,WY,,,16-Apr,5-May,19-May,26-May,6-Jun,22-Jun,4-Jul,19-Jul,,,,,,,,
10,AL,,,19-Apr,4-May,15-May,29-May,6-Jun,26-Jun,3-Jul,20-Jul,,,,,,,,
10,AZ,,,14-Apr,3-May,18-May,29-May,15-Jun,28-Jun,13-Jul,22-Jul,,,,,,,,
10,AR,,,17-Apr,27-Apr,9-May,17-May,1-Jun,10-Jun,26-Jun,16-Jul,,,,,,,,
10,CA,,,11-Apr,29-Apr,7-May,21-May,7-Jun,23-Jun,4-Jul,16-Jul,,,,,,,,
10,CO,,,14-Apr,25-Apr,13-May,23-May,6-Jun,17-Jun,2-Jul,16-Jul,,,,,,,,
10,CT,,,11-Apr,30-Apr,20-May,28-May,8-Jun,17-Jun,29-Jun,11-Jul,,,,,,,,
10,DE,,,9-Apr,18-Apr,29-Apr,15-May,3-Jun,18-Jun,6-Jul,16-Jul,,,,,,,,
10,FL,,,9-Apr,18-Apr,30-Apr,20-May,30-May,13-Jun,28-Jun,14-Jul,,,,,,,,
10,GA,,,10-Apr,27-Apr,6-May,17-May,29-May,7-Jun,21-Jun,30-Jun,,,,,,,,
10,ID,,,14-Apr,21-Apr,6-May,15-May,26-May,11-Jun,23-Jun,7-Jul,,,,,,,,
10,IL,,,11-Apr,25-Apr,6-May,25-May,11-Jun,24-Jun,3-Jul,22-Jul,,,,,,,,
10,IN,,,14-Apr,24-Apr,13-May,2-Jun,19-Jun,30-Jun,19-Jul,1-Aug,,,,,,,,
10,IA,,,16-Apr,2-May,14-May,26-May,13-Jun,29-Jun,16-Jul,23-Jul,,,,,,,,
10,KS,,,13-Apr,26-Apr,13-May,24-May,3-Jun,17-Jun,6-Jul,15-Jul,,,,,,,,
10,KY,,,19-Apr,3-May,11-May,19-May,2-Jun,10-Jun,30-Jun,16-Jul,,,,,,,,
10,LA,,,9-Apr,21-Apr,7-May,17-May,26-May,8-Jun,26-Jun,4-Jul,,,,,,,,
10,ME,,,8-Apr,23-Apr,6-May,26-May,5-Jun,17-Jun,1-Jul,14-Jul,,,,,,,,
10,MD,,,9-Apr,18-Apr,6-May,14-May,26-May,3-Jun,11-Jun,28-Jun,,,,,,,,
10,MA,,,12-Apr,30-Apr,18-May,1-Jun,13-Jun,26-Jun,3-Jul,17-Jul,,,,,,,,
10,MI,,,12-Apr,19-Apr,1-May,8-May,22-May,10-Jun,30-Jun,19-Jul,,,,,,,,
10,MN,,,21-Apr,9-May,18-May,25-May,11-Jun,27-Jun,14-Jul,21-Jul,,,,,,,,
10,MS,,,17-Apr,1-May,14-May,24-May,31-May,13-Jun,29-Jun,14-Jul,,,,,,,,
10,MO,,,13-Apr,3-May,21-May,8-Jun,22-Jun,7-Jul,26-Jul,10-Aug,,,,,,,,
10,MT,,,12-Apr,1-May,10-May,25-May,4-Jun,23-Jun,13-Jul,29-Jul,,,,,,,,
10,NE,,,9-Apr,17-Apr,1-May,11-May,26-May,9-Jun,23-Jun,8-Jul,,,,,,,,
10,NV,,,14-Apr,1-May,11-May,27-May,8-Jun,17-Jun,25-Jun,9-Jul,,,,,,,,
10,NH,,,10-Apr,17-Apr,30-Apr,12-May,29-May,7-Jun,24-Jun,13-Jul,,,,,,,,
10,NJ,,,14-Apr,4-May,22-May,31-May,20-Jun,1-Jul,18-Jul,1-Aug,,,,,,,,
10,NM,,,11-Apr,25-Apr,4-May,22-May,11-Jun,29-Jun,10-Jul,29-Jul,,,,,,,,
10,NY,,,10-Apr,19-Apr,27-Apr,14-May,1-Jun,15-Jun,5-Jul,23-Jul,,,,,,,,
10,NC,,,10-Apr,24-Apr,10-May,20-May,30-May,15-Jun,24-Jun,4-Jul,,,,,,,,
10,ND,,,16-Apr,2-May,21-May,2-Jun,18-Jun,27-Jun,17-Jul,5-Aug,,,,,,,,
10,OH,,,16-Apr,26-Apr,8-May,24-May,3-Jun,16-Jun,5-Jul,13-Jul,,,,,,,,
10,OK,,,16-Apr,6-May,16-May,28-May,14-Jun,28-Jun,15-Jul,29-Jul,,,,,,,,
10,OR,,,18-Apr,2-May,9-May,26-May,6-Jun,21-Jun,3-Jul,23-Jul,,,,,,,,
10,PA,,,20-Apr,5-May,19-May,6-Jun,21-Jun,6-Jul,13-Jul,21-Jul,,,,,,,,
10,RI,,,13-Apr,21-Apr,11-May,23-May,7-Jun,20-Jun,4-Jul,22-Jul,,,,,,,,
10,SC,,,8-Apr,28-Apr,5-May,13-May,28-May,9-Jun,20-Jun,27-Jun,,,,,,,,
10,SD,,,8-Apr,16-Apr,26-Apr,5-May,24-May,12-Jun,23-Jun,3-Jul,,,,,,,,
10,TN,,,16-Apr,3-May,16-May,4-Jun,23-Jun,13-Jul,23-Jul,4-Aug,,,,,,,,
10,TX,,,18-Apr,30-Apr,14-May,29-May,11-Jun,21-Jun,30-Jun,17-Jul,,,,,,,,
10,UT,,,14-Apr,26-Apr,8-May,17-May,24-May,5-Jun,24-Jun,14-Jul,,,,,,,,
10,VT,,,17-Apr,7-May,23-May,30-May,8-Jun,25-Jun,11-Jul,28-Jul,,,,,,,,
10,VA,,,10-Apr,19-Apr,2-May,18-May,29-May,14-Jun,28-Jun,11-Jul,,,,,,,,
10,WA,,,12-Apr,27-Apr,11-May,18-May,27-May,3-Jun,11-Jun,1-Jul,,,,,,,,
10,WV,,,17-Apr,28-Apr,7-May,26-May,10-Jun,26-Jun,4-Jul,11-Jul,,,,,,,,
10,WI,,,20-Apr,3-May,16-May,26-May,5-Jun,12-Jun,19-Jun,6-Jul,,,,,,,,
10,WY,,,8-Apr,16-Apr,26-Apr,8-May,16-May,23-May,30-May,15-Jun,,,,,,,,
11,AL,,,9-Apr,24-Apr,10-May,24-May,2-Jun,14-Jun,1-Jul,16-Jul,,,,,,,,
11,AZ,,,17-Apr,3-May,13-May,20-May,4-Jun,24-Jun,3-Jul,18-Jul,,,,,,,,
11,AR,,,13-Apr,27-Apr,15-May,29-May,8-Jun,16-Jun,1-Jul,9-Jul,,,,,,,,
11,CA,,,14-Apr,3-May,23-May,10-Jun,30-Jun,12-Jul,1-Aug,19-Aug,,,,,,,,
11,CO,,,19-Apr,5-May,15-May,23-May,11-Jun,20-Jun,9-Jul,25-Jul,,,,,,,,
11,CT,,,21-Apr,6-May,24-May,2-Jun,14-Jun,1-Jul,8-Jul,22-Jul,,,,,,,,
11,DE,,,18-Apr,6-May,13-May,23-May,5-Jun,21-Jun,30-Jun,13-Jul,,,,,,,,
11,FL,,,14-Apr,27-Apr,15-May,2-Jun,19-Jun,30-Jun,9-Jul,29-Jul,,,,,,,,
11,GA,,,20-Apr,3-May,12-May,1-Jun,21-Jun,10-Jul,23-Jul,7-Aug,,,,,,,,
11,ID,,,21-Apr,29-Apr,10-May,25-May,6-Jun,22-Jun,12-Jul,29-Jul,,,,,,,,
11,IL,,,10-Apr,28-Apr,8-May,20-May,4-Jun,12-Jun,28-Jun,10-Jul,,,,,,,,
11,IN,,,8-Apr,21-Apr,5-May,25-May,7-Jun,21-Jun,29-Jun,17-Jul,,,,,,,,
11,IA,,,13-Apr,23-Apr,8-May,25-May,2-Jun,9-Jun,18-Jun,28-Jun,,,,,,,,
11,KS,,,18-Apr,2-May,20-May,9-Jun,21-Jun,3-Jul,10-Jul,19-Jul,,,,,,,,
11,KY,,,11-Apr,24-Apr,5-May,25-May,7-Jun,19-Jun,30-Jun,9-Jul,,,,,,,,
11,LA,,,14-Apr,29-Apr,14-May,3-Jun,18-Jun,5-Jul,23-Jul,1-Aug,,,,,,,,
11,ME,,,19-Apr,1-May,10-May,25-May,7-Jun,26-Jun,14-Jul,30-Jul,,,,,,,,
11,MD,,,16-Apr,29-Apr,17-May,30-May,12-Jun,25-Jun,4-Jul,23-Jul,,,,,,,,
11,MA,,,17-Apr,25-Apr,14-May,27-May,5-Jun,21-Jun,9-Jul,16-Jul,,,,,,,,
11,MI,,,20-Apr,6-May,24-May,4-Jun,22-Jun,4-Jul,19-Jul,6-Aug,,,,,,,,
11,MN,,,14-Apr,1-May,13-May,29-May,9-Jun,29-Jun,6-Jul,19-Jul,,,,,,,,
11,MS,,,16-Apr,1-May,17-May,1-Jun,8-Jun,27-Jun,11-Jul,22-Jul,,,,,,,,
11,MO,,,13-Apr,28-Apr,17-May,5-Jun,20-Jun,6-Jul,14-Jul,24-Jul,,,,,,,,
11,MT,,,17-Apr,26-Apr,3-May,14-May,22-May,30-May,12-Jun,19-Jun,,,,,,,,
11,NE,,,21-Apr,30-Apr,13-May,22-May,8-Jun,17-Jun,24-Jun,7-Jul,,,,,,,,
11,NV,,,14-Apr,26-Apr,16-May,28-May,13-Jun,3-Jul,15-Jul,2-Aug,,,,,,,,
11,NH,,,9-Apr,28-Apr,10-May,21-May,2-Jun,9-Jun,20-Jun,9-Jul,,,,,,,,
11,NJ,,,10-Apr,27-Apr,6-May,22-May,30-May,12-Jun,21-Jun,9-Jul,,,,,,,,
11,NM,,,9-Apr,22-Apr,8-May,19-May,4-Jun,24-Jun,1-Jul,21-Jul,,,,,,,,
11,NY,,,12-Apr,29-Apr,8-May,20-May,5-Jun,22-Jun,2-Jul,11-Jul,,,,,,,,
11,NC,,,16-Apr,30-Apr,16-May,1-Jun,8-Jun,28-Jun,14-Jul,28-Jul,,,,,,,,
11,ND,,,21-Apr,11-May,25-May,13-Jun,25-Jun,4-Jul,18-Jul,6-Aug,,,,,,,,
11,OH,,,21-Apr,7-May,15-May,25-May,12-Jun,2-Jul,21-Jul,4-Aug,,,,,,,,
11,OK,,,13-Apr,28-Apr,6-May,26-May,9-Jun,27-Jun,8-Jul,25-Jul,,,,,,,,
11,OR,,,10-Apr,22-Apr,7-May,24-May,8-Jun,16-Jun,28-Jun,9-Jul,,,,,,,,
11,PA,,,13-Apr,29-Apr,15-May,26-May,15-Jun,26-Jun,8-Jul,27-Jul,,,,,,,,
11,RI,,,19-Apr,30-Apr,7-May,17-May,28-May,14-Jun,21-Jun,4-Jul,,,,,,,,
11,SC,,,20-Apr,10-May,30-May,9-Jun,19-Jun,9-Jul,20-Jul,7-Aug,,,,,,,,
11,SD,,,19-Apr,7-May,15-May,30-May,19-Jun,1-Jul,20-Jul,8-Aug,,,,,,,,
11,TN,,,15-Apr,27-Apr,9-May,22-May,3-Jun,23-Jun,8-Jul,23-Jul,,,,,,,,
11,TX,,,16-Apr,25-Apr,2-May,21-May,29-May,8-Jun,15-Jun,22-Jun,,,,,,,,
11,UT,,,11-Apr,22-Apr,10-May,17-May,6-Jun,23-Jun,2-Jul,18-Jul,,,,,,,,
11,VT,,,17-Apr,5-May,21-May,2-Jun,11-Jun,29-Jun,11-Jul,21-Jul,,,,,,,,
11,VA,,,9-Apr,16-Apr,23-Apr,6-May,18-May,29-May,5-Jun,15-Jun,,,,,,,,
11,WA,,,14-Apr,2-May,21-May,2-Jun,21-Jun,30-Jun,11-Jul,20-Jul,,,,,,,,
11,WV,,,9-Apr,28-Apr,15-May,24-May,11-Jun,25-Jun,9-Jul,22-Jul,,,,,,,,
11,WI,,,10-Apr,21-Apr,11-May,18-May,26-May,12-Jun,29-Jun,6-Jul,,,,,,,,
11,WY,,,18-Apr,25-Apr,10-May,26-May,8-Jun,28-Jun,11-Jul,31-Jul,,,,,,,,
12,AL,,,10-Apr,18-Apr,27-Apr,7-May,15-May,29-May,5-Jun,14-Jun,,,,,,,,
12,AZ,,,15-Apr,23-Apr,1-May,12-May,25-May,13-Jun,28-Jun,12-Jul,,,,,,,,
12,AR,,,18-Apr,28-Apr,13-May,26-May,5-Jun,13-Jun,25-Jun,9-Jul,,,,,,,,
12,CA,,,17-Apr,27-Apr,13-May,23-May,5-Jun,16-Jun,4-Jul,15-Jul,,,,,,,,
12,CO,,,8-Apr,25-Apr,10-May,28-May,11-Jun,25-Jun,2-Jul,9-Jul,,,,,,,,
12,CT,,,20-Apr,4-May,20-May,6-Jun,18-Jun,3-Jul,12-Jul,26-Jul,,,,,,,,
12,DE,,,10-Apr,18-Apr,6-May,19-May,31-May,14-Jun,30-Jun,12-Jul,,,,,,,,
12,FL,,,15-Apr,24-Apr,3-May,23-May,2-Jun,19-Jun,5-Jul,18-Jul,,,,,,,,
12,GA,,,17-Apr,3-May,20-May,27-May,12-Jun,1-Jul,9-Jul,23-Jul,,,,,,,,
12,ID,,,19-Apr,1-May,11-May,20-May,1-Jun,17-Jun,29-Jun,9-Jul,,,,,,,,
12,IL,,,8-Apr,19-Apr,9-May,22-May,5-Jun,23-Jun,7-Jul,21-Jul,,,,,,,,
12,IN,,,11-Apr,28-Apr,7-May,19-May,29-May,15-Jun,28-Jun,6-Jul,,,,,,,,
12,IA,,,12-Apr,22-Apr,7-May,24-May,11-Jun,18-Jun,28-Jun,15-Jul,,,,,,,,
12,KS,,,12-Apr,28-Apr,9-May,27-May,3-Jun,18-Jun,28-Jun,17-Jul,,,,,,,,
12,KY,,,11-Apr,26-Apr,6-May,26-May,7-Jun,27-Jun,13-Jul,24-Jul,,,,,,,,
12,LA,,,10-Apr,19-Apr,28-Apr,9-May,23-May,3-Jun,13-Jun,3-Jul,,,,,,,,
12,ME,,,14-Apr,3-May,21-May,9-Jun,26-Jun,16-Jul,2-Aug,15-Aug,,,,,,,,
12,MD,,,15-Apr,30-Apr,19-May,1-Jun,12-Jun,25-Jun,8-Jul,23-Jul,,,,,,,,
12,MA,,,17-Apr,5-May,16-May,29-May,14-Jun,27-Jun,7-Jul,22-Jul,,,,,,,,
12,MI,,,20-Apr,2-May,16-May,1-Jun,18-Jun,7-Jul,25-Jul,8-Aug,,,,,,,,
12,MN,,,11-Apr,20-Apr,10-May,19-May,30-May,14-Jun,24-Jun,14-Jul,,,,,,,,
12,MS,,,12-Apr,26-Apr,4-May,19-May,29-May,14-Jun,2-Jul,14-Jul,,,,,,,,
12,MO,,,13-Apr,20-Apr,4-May,24-May,11-Jun,20-Jun,27-Jun,15-Jul,,,,,,,,
12,MT,,,20-Apr,8-May,20-May,5-Jun,24-Jun,7-Jul,18-Jul,3-Aug,,,,,,,,
12,NE,,,19-Apr,8-May,25-May,4-Jun,17-Jun,29-Jun,19-Jul,7-Aug,,,,,,,,
12,NV,,,19-Apr,7-May,24-May,3-Jun,10-Jun,24-Jun,6-Jul,22-Jul,,,,,,,,
12,NH,,,20-Apr,30-Apr,12-May,28-May,17-Jun,5-Jul,24-Jul,2-Aug,,,,,,,,
12,NJ,,,15-Apr,25-Apr,13-May,22-May,3-Jun,13-Jun,25-Jun,8-Jul,,,,,,,,
12,NM,,,15-Apr,2-May,10-May,20-May,31-May,18-Jun,7-Jul,14-Jul,,,,,,,,
12,NY,,,9-Apr,21-Apr,29-Apr,19-May,7-Jun,24-Jun,5-Jul,19-Jul,,,,,,,,
12,NC,,,14-Apr,22-Apr,2-May,11-May,23-May,4-Jun,16-Jun,27-Jun,,,,,,,,
12,ND,,,21-Apr,4-May,11-May,26-May,9-Jun,29-Jun,17-Jul,3-Aug,,,,,,,,
12,OH,,,15-Apr,29-Apr,7-May,26-May,8-Jun,24-Jun,1-Jul,21-Jul,,,,,,,,
12,OK,,,18-Apr,3-May,22-May,1-Jun,11-Jun,23-Jun,1-Jul,8-Jul,,,,,,,,
12,OR,,,13-Apr,30-Apr,10-May,20-May,5-Jun,17-Jun,25-Jun,2-Jul,,,,,,,,
12,PA,,,18-Apr,5-May,15-May,29-May,17-Jun,3-Jul,15-Jul,1-Aug,,,,,,,,
12,RI,,,14-Apr,27-Apr,14-May,22-May,31-May,16-Jun,24-Jun,5-Jul,,,,,,,,
12,SC,,,19-Apr,26-Apr,3-May,11-May,30-May,16-Jun,27-Jun,14-Jul,,,,,,,,
12,SD,,,14-Apr,21-Apr,11-May,28-May,4-Jun,20-Jun,10-Jul,19-Jul,,,,,,,,
12,TN,,,17-Apr,29-Apr,12-May,25-May,3-Jun,10-Jun,22-Jun,5-Jul,,,,,,,,
12,TX,,,15-Apr,27-Apr,12-May,25-May,12-Jun,26-Jun,6-Jul,18-Jul,,,,,,,,
12,UT,,,13-Apr,30-Apr,14-May,3-Jun,12-Jun,27-Jun,17-Jul,30-Jul,,,,,,,,
12,VT,,,15-Apr,5-May,19-May,28-May,10-Jun,29-Jun,8-Jul,23-Jul,,,,,,,,
12,VA,,,16-Apr,29-Apr,19-May,1-Jun,14-Jun,3-Jul,13-Jul,2-Aug,,,,,,,,
12,WA,,,19-Apr,3-May,23-May,31-May,8-Jun,27-Jun,17-Jul,5-Aug,,,,,,,,
12,WV,,,21-Apr,28-Apr,18-May,26-May,12-Jun,25-Jun,2-Jul,19-Jul,,,,,,,,
12,WI,,,8-Apr,18-Apr,6-May,17-May,31-May,19-Jun,27-Jun,15-Jul,,,,,,,,
12,WY,,,19-Apr,29-Apr,12-May,22-May,29-May,11-Jun,30-Jun,7-Jul,,,,,,,,
13,AL,,,19-Apr,2-May,12-May,24-May,3-Jun,10-Jun,23-Jun,4-Jul,,,,,,,,
13,AZ,,,19-Apr,4-May,21-May,10-Jun,29-Jun,8-Jul,27-Jul,9-Aug,,,,,,,,
13,AR,,,16-Apr,23-Apr,10-May,26-May,9-Jun,29-Jun,17-Jul,27-Jul,,,,,,,,
13,CA,,,19-Apr,3-May,22-May,3-Jun,20-Jun,3-Jul,22-Jul,2-Aug,,,,,,,,
13,CO,,,20-Apr,4-May,15-May,23-May,7-Jun,23-Jun,1-Jul,21-Jul,,,,,,,,
13,CT,,,10-Apr,27-Apr,11-May,23-May,8-Jun,24-Jun,3-Jul,15-Jul,,,,,,,,
13,DE,,,8-Apr,17-Apr,5-May,25-May,5-Jun,18-Jun,1-Jul,11-Jul,,,,,,,,
13,FL,,,20-Apr,10-May,23-May,5-Jun,21-Jun,11-Jul,27-Jul,4-Aug,,,,,,,,
13,GA,,,16-Apr,30-Apr,20-May,7-Jun,26-Jun,14-Jul,29-Jul,7-Aug,,,,,,,,
13,ID,,,14-Apr,22-Apr,12-May,21-May,10-Jun,21-Jun,9-Jul,27-Jul,,,,,,,,
13,IL,,,11-Apr,30-Apr,16-May,2-Jun,17-Jun,27-Jun,7-Jul,21-Jul,,,,,,,,
13,IN,,,20-Apr,10-May,30-May,17-Jun,7-Jul,16-Jul,30-Jul,19-Aug,,,,,,,,
13,IA,,,15-Apr,2-May,16-May,5-Jun,20-Jun,6-Jul,21-Jul,10-Aug,,,,,,,,
13,KS,,,18-Apr,2-May,9-May,19-May,7-Jun,24-Jun,4-Jul,13-Jul,,,,,,,,
13,KY,,,11-Apr,29-Apr,19-May,4-Jun,23-Jun,10-Jul,26-Jul,11-Aug,,,,,,,,
13,LA,,,16-Apr,30-Apr,16-May,31-May,13-Jun,1-Jul,12-Jul,19-Jul,,,,,,,,
13,ME,,,18-Apr,8-May,23-May,2-Jun,18-Jun,4-Jul,23-Jul,4-Aug,,,,,,,,
13,MD,,,12-Apr,20-Apr,7-May,17-May,27-May,4-Jun,11-Jun,19-Jun,,,,,,,,
13,MA,,,21-Apr,6-May,22-May,6-Jun,17-Jun,6-Jul,26-Jul,3-Aug,,,,,,,,
13,MI,,,21-Apr,6-May,21-May,30-May,14-Jun,30-Jun,7-Jul,25-Jul,,,,,,,,
13,MN,,,20-Apr,29-Apr,12-May,25-May,2-Jun,19-Jun,9-Jul,24-Jul,,,,,,,,
13,MS,,,9-Apr,17-Apr,1-May,15-May,26-May,8-Jun,17-Jun,5-Jul,,,,,,,,
13,MO,,,17-Apr,27-Apr,7-May,17-May,27-May,4-Jun,13-Jun,30-Jun,,,,,,,,
13,MT,,,8-Apr,24-Apr,1-May,17-May,26-May,5-Jun,19-Jun,6-Jul,,,,,,,,
13,NE,,,13-Apr,22-Apr,8-May,19-May,4-Jun,19-Jun,1-Jul,21-Jul,,,,,,,,
13,NV,,,17-Apr,24-Apr,13-May,23-May,3-Jun,15-Jun,27-Jun,5-Jul,,,,,,,,
13,NH,,,21-Apr,2-May,18-May,27-May,8-Jun,22-Jun,9-Jul,25-Jul,,,,,,,,
13,NJ,,,14-Apr,23-Apr,10-May,18-May,7-Jun,19-Jun,26-Jun,4-Jul,,,,,,,,
13,NM,,,18-Apr,29-Apr,13-May,21-May,8-Jun,19-Jun,30-Jun,7-Jul,,,,,,,,
13,NY,,,19-Apr,27-Apr,16-May,31-May,17-Jun,25-Jun,11-Jul,26-Jul,,,,,,,,
13,NC,,,17-Apr,1-May,21-May,10-Jun,30-Jun,12-Jul,31-Jul,18-Aug,,,,,,,,
13,ND,,,9-Apr,20-Apr,10-May,18-May,7-Jun,22-Jun,5-Jul,20-Jul,,,,,,,,
13,OH,,,20-Apr,27-Apr,16-May,25-May,3-Jun,12-Jun,27-Jun,10-Jul,,,,,,,,
13,OK,,,11-Apr,30-Apr,13-May,26-May,5-Jun,16-Jun,4-Jul,12-Jul,,,,,,,,
13,OR,,,10-Apr,29-Apr,16-May,27-May,5-Jun,14-Jun,3-Jul,22-Jul,,,,,,,,
13,PA,,,19-Apr,7-May,20-May,9-Jun,23-Jun,12-Jul,23-Jul,31-Jul,,,,,,,,
13,RI,,,12-Apr,22-Apr,7-May,17-May,31-May,12-Jun,2-Jul,12-Jul,,,,,,,,
